sent_id,DOsentence,PDsentence,realized_construction,Particle,Remarks,Coordination_of_Theme,Coordination_of_Recipient,
1565,Alice gave her this pony.,Alice gave this pony to her.,DO,-,,-,-,
1566,Maria gave me plenty of exercise.,Maria gave plenty of exercise to me.,DO,-,,-,-,
1567,Alice gave us another four hundred dollars off.,Alice gave another four hundred dollars off to us.,DO,-,,-,-,
1569,Bob showed them our papers on our first car.,Bob showed our papers on our first car to them.,DO,-,,-,-,
1570,Juan sold somebody on the street it.,Juan sold it to somebody on the street.,PD,-,,-,-,
1571,Juan gave them Cabbage Patch answers and stuff.,Juan gave Cabbage Patch answers and stuff to them.,DO,-,,-,-,
1572,Mary told me some things that I don't know.,Mary told some things that I don't know to me.,DO,-,,-,-,
1573,Juan gave him a suit.,Juan gave a suit to him.,DO,-,,-,-,
1574,Juan gave you a variance.,Juan gave a variance to you.,DO,-,,-,-,
1575,Linda paid me a little bit.,Linda paid a little bit to me.,DO,-,,-,-,
1576,Bob gave me insurance.,Bob gave insurance to me.,DO,-,,-,-,
1577,Juan gave them skills.,Juan gave skills to them.,DO,-,,-,-,
1578,It cost you a fortune.,It cost a fortune to you.,DO,-,,-,-,
1579,John assigned you a topic.,John assigned a topic to you.,DO,-,,-,-,
1580,Maria assigned you a topic.,Maria assigned a topic to you.,DO,-,,-,-,
1581,Alice gave it a try.,Alice gave a try to it.,DO,-,,-,-,
1582,Bob gave them my drivers license.,Bob gave my drivers license to them.,DO,-,,-,-,
1583,Mary gave everyone ten dollars.,Mary gave ten dollars to everyone.,DO,-,,-,-,
1584,Alice sold you magazines.,Alice sold magazines to you.,DO,-,,-,-,
1585,Linda sold you paper routes.,Linda sold paper routes to you.,DO,-,,-,-,
1586,John sold me things.,John sold things to me.,DO,-,,-,-,
1587,John sold you things.,John sold things to you.,DO,-,,-,-,
1588,Michael sold you things.,Michael sold things to you.,DO,-,,-,-,
1589,Bob never gave it any thought.,Bob never gave any thought to it.,DO,-,,-,-,
1590,John paid these trade or the more equalization of the trade more attention.,John paid more attention to these trade or to the more equalization of the trade.,PD,-,determiner/number_mismatch/recipient coordination,-,+,
1591,John taught them a little bit preschool information.,John taught a little bit preschool information to them.,DO,-,error in theme,-,-,
1592,Mary gave other children day care.,Mary gave day care to other children.,PD,-,,-,-,
1593,Alice sent me it.,Alice sent it to me.,PD,-,,-,-,
1594,Juan gave you it.,Juan gave it to you.,PD,-,,-,-,
1595,Mary gave you it.,Mary gave it to you.,PD,-,,-,-,
1596,Mary sold me something.,Mary sold something to me.,DO,-,,-,-,
1597,Alice sold us storm windows.,Alice sold storm windows to us.,DO,-,,-,-,
1599,Alice gave it subtitles.,Alice gave subtitles to it.,DO,-,,-,-,
1600,Michael paid you attention.,Michael paid attention to you.,PD,-,,-,-,
1601,Bob showed you all these modern advances they made.,Bob showed all these modern advances they made to you.,DO,-,,-,-,
1602,Mary gave that a try.,Mary gave a try to that.,DO,-,,-,-,
1603,Mary sent me the thing.,Mary sent the thing to me.,DO,-,,-,-,
1604,Linda paid him enough.,Linda paid enough to him.,DO,-,,-,-,
1605,Mary paid me enough money to go into business for myself.,Mary paid enough money to go into business for myself to me.,DO,-,,-,-,
1606,Maria gave us a pet.,Maria gave a pet to us.,DO,-,,-,-,
1607,Bob gave you the guilt trip.,Bob gave the guilt trip to you.,DO,-,,-,-,
1608,Alice sent drafting the rough draft.,Alice sent the rough draft to drafting.,PD,-,spatial,-,-,
1609,Juan gave you three chances to come to grips with it.,Juan gave three chances to come to grips with it to you.,DO,-,,-,-,
1610,Bob gave you three tries to quit it or get off it or whatever.,Bob gave three tries to quit it or get off it or whatever to you.,DO,-,,-,-,
1611,Juan gave the company a fifteen percent discount.,Juan gave a fifteen percent discount to the company.,DO,-,,-,-,
1612,Juan sent the dry cleaners all of his shirts and his slacks.,Juan sent all of his shirts and his slacks to the dry cleaners.,PD,-,spatial?,-,-,
1613,Michael brought me my photo album.,Michael brought my photo album to me.,DO,-,,-,-,
1614,Michael sent me a return envelope.,Michael sent a return envelope to me.,DO,-,,-,-,
1615,Michael gave you an idea.,Michael gave an idea to you.,DO,-,,-,-,
1616,John mailed them it.,John mailed it to them.,PD,-,,-,-,
1617,Michael mailed me stuff.,Michael mailed stuff to me.,DO,-,,-,-,
1618,Juan paid Nolan Ryan four and a half million.,Juan paid four and a half million to Nolan Ryan.,DO,-,,-,-,
1619,Maria gave him another year.,Maria gave another year to him.,DO,-,,-,-,
1620,John gave them your full attention.,John gave your full attention to them.,DO,-,,-,-,
1621,Michael gave qualified students it.,Michael gave it to qualified students.,PD,-,,-,-,
1622,She gave her children a bunny rabbit.,She gave a bunny rabbit to her children.,DO,-,,-,-,
1623,Alice gave me a thing.,Alice gave a thing to me.,DO,-,,-,-,
1624,Alice gave him capital punishment.,Alice gave capital punishment to him.,DO,-,,-,-,
1625,Alice gave him all kinds of money.,Alice gave all kinds of money to him.,DO,-,,-,-,
1626,Linda paid these players so much money.,Linda paid so much money to these players.,DO,-,,-,-,
1627,Maria gave us one piece of fabric to use in it.,Maria gave one piece of fabric to use in it to us.,DO,-,,-,-,
1628,It cost them somewhere about eight hundred thousand to a million.,It cost somewhere about eight hundred thousand to a million to them.,DO,-,"removed incomplete ""which is kind of.,.."" ",-,-,
1629,Linda brought us a new one.,Linda brought a new one to us.,DO,-,,-,-,
1630,Michael told me this.,Michael told this to me.,DO,-,,-,-,
1631,Alice gave it a six or something.,Alice gave a six or something to it.,DO,-,,-,-,
1632,Michael gave Star Trek the new movie like a four or five.,Michael gave like a four or five to Star Trek the new movie.,DO,-,,-,-,
1633,Mary told me that.,Mary told that to me.,DO,-,,-,-,
1634,Maria gave her the money.,Maria gave the money to her.,DO,-,,-,-,
1635,Maria gave you like a penny.,Maria gave like a penny to you.,DO,-,,-,-,
1636,It cost them something.,It cost something to them.,DO,-,,-,-,
1637,Juan charged us that extra nickel.,Juan charged that extra nickel to us.,DO,-,,-,-,
1638,Alice mailed you it.,Alice mailed it to you.,PD,-,,-,-,
1639,Linda gave you the dirty facts.,Linda gave the dirty facts to you.,DO,-,,-,-,
1640,Mary gave them passes to get in.,Mary gave passes to get in to them.,DO,-,,-,-,
1641,Alice gave them my order.,Alice gave my order to them.,DO,-,,-,-,
1642,Bob gave them the brand.,Bob gave the brand to them.,DO,-,,-,-,
1643,Bob gave me a demonstrator.,Bob gave a demonstrator to me.,DO,-,,-,-,
1644,Mary gave me one.,Mary gave one to me.,DO,-,,-,-,
1645,It cost you an absolute fortune.,It cost an absolute fortune to you.,DO,-,,-,-,
1646,Michael showed me one thing.,Michael showed one thing to me.,DO,-,,-,-,
1647,Linda gave me it.,Linda gave it to me.,PD,-,,-,-,
1648,Juan paid them just X amount of money.,Juan paid just X amount of money to them.,DO,-,,-,-,
1649,Maria offered me a special thing to come back at a reduced rate.,Maria offered a special thing to come back at a reduced rate to me.,DO,-,,-,-,
1650,Michael gave them a subscription to Time.,Michael gave a subscription to Time to them.,DO,-,,-,-,
1651,Juan sent me all these final notice things.,Juan sent all these final notice things to me.,DO,-,,-,-,
1652,Michael gave my parents that.,Michael gave that to my parents.,DO,-,,-,-,
1653,Juan gave you this big bargain.,Juan gave this big bargain to you.,DO,-,,-,-,
1654,Alice never paid me that much.,Alice never paid that much to me.,DO,-,,-,-,
1655,Bob charged us two dollars.,Bob charged two dollars to us.,DO,-,,-,-,
1656,Alice gave us it.,Alice gave it to us.,PD,-,,-,-,
1657,John gave them chances.,John gave chances to them.,DO,-,,-,-,
1658,John never gave you any samples.,John never gave any samples to you.,DO,-,,-,-,
1659,Alice paid the vet four hundred dollars.,Alice paid four hundred dollars to the vet.,DO,-,,-,-,
1660,It cost me twenty-five bucks.,It cost twenty-five bucks to me.,DO,-,,-,-,
1661,Maria gave you a little literature.,Maria gave a little literature to you.,DO,-,,-,-,
1662,Linda gave me two pieces of news.,Linda gave two pieces of news to me.,DO,-,,-,-,
1663,John taught us responsibility.,John taught responsibility to us.,DO,-,,-,-,
1664,Linda took the poor all such entitlements.,Linda took all such entitlements to the poor.,PD,-,I_don't_understand,-,-,
1665,Linda taught you trades.,Linda taught trades to you.,DO,-,,-,-,
1666,You can never give anyone too many chances.,You can never give too many chances to anyone.,DO,-,,-,-,
1667,Linda gave me plastic pipe and cement to fit them together.,Linda gave plastic pipe and cement to fit them together to me.,DO,-,,-,-,
1668,Maria sent you a bill.,Maria sent a bill to you.,DO,-,,-,-,
1669,Bob paid you a little bit.,Bob paid a little bit to you.,DO,back,,-,-,
1670,John sent you a little group of checks.,John sent a little group of checks to you.,DO,-,,-,-,
1671,Bob sent you one.,Bob sent one to you.,DO,-,,-,-,
1672,It cost them seven point five billion after tax charge.,It cost seven point five billion after tax charge to them.,DO,-,,-,-,
1673,Alice paid people their income tax refunds and things like that.,Alice paid their income tax refunds and things like that to people.,DO,-,,-,-,
1674,Juan gave the teachers some incentives to do a better job.,Juan gave some incentives to do a better job to the teachers.,DO,-,,-,-,
1675,Alice took a mechanic it.,Alice took it to a mechanic.,PD,-,spatial_--_maybe,-,-,
1676,Linda gave that campaign money.,Linda gave money to that campaign.,PD,-,,-,-,
1677,Michael gave them the opportunity to relate to other people and not only to learn a specific skill and how to apply it but more importantly to work within the larger context.,Michael gave the opportunity to relate to other people and not only to learn a specific skill and how to apply it but more importantly to work within the larger context to them.,DO,-,,-,-,
1678,Michael gave you a free turkey and a tank of gas or something.,Michael gave a free turkey and a tank of gas or something to you.,DO,-,,-,-,
1679,Michael gave him twenty four rib eye steaks.,Michael gave twenty four rib eye steaks to him.,DO,-,,-,-,
1680,Michael gave me more motive to exercise.,Michael gave more motive to exercise to me.,DO,-,,-,-,
1681,Maria gave me the ability to be.,Maria gave the ability to be to me.,DO,-,,-,-,
1682,John told you that.,John told that to you.,PD,-,,-,-,
1683,Mary gave you up to one percent of all the charges that you make.,Mary gave up to one percent of all the charges that you make to you.,DO,back,,-,-,
1684,Juan gave him every chance possible.,Juan gave every chance possible to him.,DO,-,,-,-,
1685,Linda gave him more than I would have.,Linda gave more than I would have to him.,DO,-,,-,-,
1686,John gave me a free ticket to go.,John gave a free ticket to go to me.,DO,-,,-,-,
1687,She gave me her ticket.,She gave her ticket to me.,DO,-,,-,-,
1688,Mary gave me her ticket.,Mary gave her ticket to me.,DO,-,,-,-,
1689,John gave you a dirty look.,John gave a dirty look to you.,DO,-,,-,-,
1690,Mary gave me it.,Mary gave it to me.,PD,-,,-,-,
1691,They promised us at least four more days of rain.,They promised at least four more days of rain to us.,DO,-,prepositional ambiguity - for,-,-,
1692,It cost me a thousand bucks.,It cost a thousand bucks to me.,DO,-,,-,-,
1693,Bob gave you a drug test.,Bob gave a drug test to you.,DO,-,,-,-,
1694,Juan gave it a shot.,Juan gave a shot to it.,DO,-,,-,-,
1695,Michael gave them lots of talk about.,Michael gave lots of talk about to them.,DO,-,,-,-,
1696,Bob gave them a whole lot of incentive.,Bob gave a whole lot of incentive to them.,DO,-,,-,-,
1697,Mary gave it a textured sort of look.,Mary gave a textured sort of look to it.,DO,-,,-,-,
1699,Maria gave them the background that they got at home.,Maria gave the background that they got at home to them.,DO,-,,-,-,
1700,Michael gave him a little bit of that individual time.,Michael gave a little bit of that individual time to him.,DO,-,,-,-,
1701,Juan gave you the opportunity to spend more time with family.,Juan gave the opportunity to spend more time with family to you.,DO,-,,-,-,
1702,Alice gave him time with his dad.,Alice gave time with his dad to him.,DO,-,,-,-,
1703,Bob fed them really weird things.,Bob fed really weird things to them.,DO,-,,-,-,
1704,Bob gave her the right amount.,Bob gave the right amount to her.,DO,-,,-,-,
1705,Michael never gave you a damn thing.,Michael never gave a damn thing to you.,DO,-,,-,-,
1706,Linda gave the environment and things like that a lot of money.,Linda gave a lot of money to the environment and things like that.,PD,-,,-,-,
1707,Maria gave this topic a whiz.,Maria gave a whiz to this topic.,DO,-,,-,-,
1708,Mary sent you them.,Mary sent them to you.,PD,-,,-,-,
1709,Mary gave us their music.,Mary gave their music to us.,DO,-,,-,-,
1710,It cost you probably in the neighborhood of forty to fifty dollars.,It cost probably in the neighborhood of forty to fifty dollars to you.,DO,-,,-,-,
1711,It told us something about how fuzzy logic works as far as the concept behind it.,It told something about how fuzzy logic works as far as the concept behind it to us.,DO,-,"""to us"" should be before ""as far as ..."" in PD?",-,-,
1712,Mary gave you a steak knife.,Mary gave a steak knife to you.,DO,-,,-,-,
1713,Maria gave us a chance to get to know the other kids and really see how they were like instead of just what they were like at home.,Maria gave a chance to get to know the other kids and really see how they were like instead of just what they were like at home to us.,DO,-,,-,-,
1714,Bob gave you a little more time to do that.,Bob gave a little more time to do that to you.,DO,-,,-,-,
1715,Michael charged you a pretty good price.,Michael charged a pretty good price to you.,DO,-,,-,-,
1716,Linda offered us extended warranties.,Linda offered extended warranties to us.,DO,-,,-,-,
1717,Alice gave them about fifteen minutes.,Alice gave about fifteen minutes to them.,DO,-,,-,-,
