Dialogue_ID,Speaker_id,method_of_speaker_annotation,Verb,Semantic_Class,Particle,Givenness_of_theme,Givenness_of_Recipient,Theme,Number_of_Theme,Person_of_Theme,Simplified_Person_of_Theme,Expression_Type_of_Theme,Person/Pronominality_of_Theme,"Person/Pronominality_of_Theme,_non-specific_you=local",Length_of_Theme_in_Graphemic_Words_(normalized),Length_of_Theme_in_Graphemic_Words,Animacy_of_Theme,Simplified_Animacy_of_Theme,simplest_animacy_of _theme,Definiteness_of_Theme,Coordination_of_Theme,Recipient,Number_of_Recipluralient,Person_of_Recipient,Simplified_Person_of_Recipient,Expression_Type_of_Recipient,Person/Pronominality_of_Recipient,"Person/Pronominality,_ns_you=local_for_Recipient",Length_of_Recipient_in_Graphemic_Words_(normalized),Length_of_Recipient_in_Graphemic_Words,Animacy_of_Recipient,Simplified_Animacy_of_Recipient,Simples_animacy_of_recipient,Definiteness_of_Recipient,Coordination_of_Recipient,Remarks,Realized_Construction
3302,1362,hand,give,abstract,-,evoked,sitev,AIDS,singular,third,non-local,common,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,?,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3302,1362,hand,give,abstract,-,evoked,sitev,AIDS,singular,third,non-local,common,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,?,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3312,1404,auto,cost,prevention of possession,-,bn,sitev,two hundred dollars,plural,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3314,1408,hand,give,abstract,-,frame,sitev,comedies,plural,third,non-local,common,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3322,1408,auto,give,abstract,-,frame,sitev,ideas that you can use parts and bits and pieces of it,plural,third,non-local,common,non-pronominal,non-pronominal,1+,12,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3322,1394,auto,give,abstract,-,frame,sitev,some good ideas,plural,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3323,1419,auto,write,transfer,-,bn,sitev,a little letter on the latest update,singular,third,non-local,common,non-pronominal,non-pronominal,3+,7,concrete,concrete,inan,indefinite,-,you,singular,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3323,1405,auto,cost,prevention of possession,-,gen,sitev,anything,singular,third,non-local,impersonal pronoun,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3323,1405,auto,give,communication,-,frame,sitev,that number,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,definite,-,you,singular,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3323,1405,auto,teach,communication,-,bn-anch,evoked,that stuff,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,definite,-,your kids,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,human,human,human,definite,-,,NP NP.
3328,1388,auto,give,transfer,-,evoked,evoked,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,non-concrete,non-concrete,inan,definite,-,them,plural,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,organization,non-human_animate,non-human_animate,definite,-,,NP_PP.
3328,1388,auto,give,transfer,-,evoked,evoked,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,non-concrete,non-concrete,inan,definite,-,them,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,human,human,human,definite,-,,NP_PP.
3330,1353,hand,give,abstract,-,frame,sitev,a chance to explain things to them in reference to what we had seen,singular,third,non-local,common,non-pronominal,non-pronominal,2+,14,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3331,1351,auto,pay,transfer,-,frame,evoked,a little bit more,singular,third,non-local,quantifier,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,indefinite,-,the teachers,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,human,human,human,definite,-,,NP NP.
3332,1043,auto,charge,prevention of possession,-,gen,sitev,anything extra,singular,third,non-local,impersonal pronoun,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3333,1400,auto,give,transfer,-,gen,bn-anch,gu-,plural,third,non-local,common,non-pronominal,non-pronominal,1,1,concrete,concrete,inan,indefinite,-,my kids,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,human,human,human,definite,-,unfinished construction,NP NP.
3334,1420,auto,assign,future_transfer,-,evoked,evoked,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,concrete,concrete,inan,definite,-,himself,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,human,human,human,definite,-,,NP_PP.
3335,1394,auto,give,abstract,-,frame,evoked,a pass key,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3335,1406,auto,do,abstract,-,gen,sitev,any good,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3336,1362,auto,give,transfer,-,coin,sitev,one,singular,third,non-local,quantifier,non-pronominal,non-pronominal,1,1,concrete,concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3339,1413,auto,give,abstract,-,frame,evoked,good care,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3342,1414,hand,feed,transfer,-,coin,evoked,a little bit,singular,third,non-local,quantifier,non-pronominal,non-pronominal,3,3,concrete,concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,animal,non-human animate,non-human animate,definite,-,,NP NP.
3346,1043,auto,give,communication,-,unused,sitev,a better picture of what some of the other people live like,singular,third,non-local,common,non-pronominal,non-pronominal,3+,12,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3346,1112,auto,give,abstract,-,frame,evoked,a title,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,it,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,non-concrete,non-concrete,inan,definite,-,,NP NP.
3348,1408,auto,give,transfer,-,gen,sitev,computer,singular,third,non-local,common,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,?,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,determiner/number mismatch,NP NP.
3348,1408,auto,give,abstract,-,unused,sitev,Jeopardy and Monopoly and Wheel of Fortune,singular,third,non-local,proper,non-pronominal,non-pronominal,3+,7,non-concrete,non-concrete,inan,definite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3348,1408,auto,give,transfer,-,evoked,sitev,this,singular,third,non-local,demonstrative pronoun,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,definite,-,you,singular,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3349,1420,auto,give,abstract,-,frame,sitev,a little Christmas money,singular,third,non-local,common,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3350,1413,auto,give,abstract,-,frame,evoked,a contract like they had where that they couldn't get rid of him,singular,third,non-local,common,non-pronominal,non-pronominal,2+,13,non-concrete,non-concrete,inan,indefinite,-,him,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,error in theme,NP NP.
3350,1411,auto,give,abstract,-,evoked,evoked,that contract,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,definite,-,him,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3350,1411,auto,pay,transfer,-,frame,evoked,that much money,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,him,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3351,1370,hand,give,abstract,-,bn,evoked,a tomato juice bath,singular,third,non-local,common,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,indefinite,-,him,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,animal,non-human animate,non-human animate,definite,-,,NP NP.
3351,1370,auto,give,abstract,-,frame,sitev,some affection,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3358,1418,auto,give,abstract,-,bn,sitev,a lot of problems,plural,third,non-local,partitive,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3358,1418,auto,take,transfer,-,evoked,gen,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,vehicle,concrete,inan,definite,-,somebody,singular,third,non-local,impersonal_pronoun,non-pronominal,non-pronominal,1,1,human,human,human,indefinite,-,,NP_PP.
3363,1414,auto,give,abstract,-,bn,sitev,a reading light for the passengers in the back seat,singular,third,non-local,common,non-pronominal,non-pronominal,3+,10,concrete,concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3363,1414,hand,tell,communication,-,evoked,sitev,that,singular,third,non-local,demonstrative pronoun,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,definite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3363,1425,hand,tell,communication,-,evoked,sitev,that,singular,third,non-local,demonstrative pronoun,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,definite,-,you,singular,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3363,1414,hand,give,abstract,-,bn,sitev,that hundred thousand mile five year warranty where it only costs you twenty-five dollars to have anything repaired,singular,third,non-local,common,non-pronominal,non-pronominal,3+,18,non-concrete,non-concrete,inan,definite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3363,1414,auto,cost,prevention of possession,-,evoked,sitev,the twenty-five dollars,plural,third,non-local,common,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,definite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3363,1414,hand,charge,prevention of possession,-,evoked,evoked,the twenty-five dollars,plural,third,non-local,common,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,definite,-,us,plural,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3363,1414,hand,cost,prevention of possession,-,evoked,sitev,twenty-five dollars,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3363,1425,hand,charge,prevention of possession,-,bn,sitev,twenty-five dollars,plural,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3371,1190,auto,give,abstract,-,gen,sitev,trouble,singular,third,non-local,common,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
3372,1407,auto,give,abstract,-,gen,evoked,a lot of thought,singular,third,non-local,partitive,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,indefinite,-,this,singular,third,non-local,demonstrative pronoun,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,definite,-,,NP NP.
3372,1407,auto,give,abstract,-,frame,evoked,enough thought,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,this matter,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,definite,-,,NP NP.
3372,1035,auto,give,transfer,-,evoked,gen,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,concrete,concrete,inan,definite,-,everybody else in the family,singular,third,non-local,impersonal_pronoun,non-pronominal,non-pronominal,2+,5,human,human,human,definite,-,,NP_PP.
3373,1399,hand,tell,communication,-,evoked,sitev,that,singular,third,non-local,demonstrative pronoun,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,definite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
